giorno;mese;progessivo;santo
23;05;12;san Giovanni Battista de' Rossi, sacerdote
23;05;13;beati Giuseppe Kurzawa e Vincenzo Matuszewski, sacerdoti e martiri.
24;05;1;san Manaen, dottore e profeta della Chiesa di Antiochia
24;05;2;santa Giovanna, moglie di Cusa, pia donna
24;05;3;san Zoello, martire
24;05;4;santi Donaziano e Rogaziano, martiri
24;05;5;santi martiri di Filippopoli
24;05;6;san Vincenzo, sacerdote e monaco di Lerins
24;05;7;san Simone Stilita, sacerdote e anacoreta
24;05;8;beato Filippo, sacerdote agostiniano
24;05;9;beato Giovanni de Prado, sacerdote francescano e martire
24;05;10;santa Agata Kim Agi, madre di famiglia e martire
24;05;11;beato Ludovico Zefirino Moreau, vescovo di Saint-Hyacinthe.
25;05;1;san Beda il Venerabile, sacerdote e dottore della Chiesa
25;05;2;san Gregorio VII, papa
25;05;3;santa Maria Maddalena de' Pazzi, vergine carmelitana
25;05;4;san Canione, vescovo di Atella e martire
25;05;5;san Dionigi, vescovo di Milano
25;05;6;san Zenobio, vescovo di Firenze
25;05;7;san Leone, abate
25;05;8;sant'Adelmo, abate di Malmesbury e poi vescovo di Sherborne
25;05;9;san Gennadio, abate e poi vescovo di Astorga
25;05;10;beato Girio
25;05;11;beato Giacomo Filippo Bertoni, sacerdote servita
25;05;12;san Pietro Ðoàn V?n Vân, catechista e martire
25;05;13;santa Maddalena Sofia Barat, vergine, fondatrice della Società del Sacro Cuore di Gesù
25;05;14;san Dionigi Ssebuggwawo, martire ugandese
25;05;15;santi Cristoforo Magallanes e Agostino Caloca, sacerdoti e martiri
25;05;16;beato Nicola Cehelskyj, sacerdote e martire.
26;05;1;san Filippo Neri, prete, fondatore della congregazione dell'Oratorio
26;05;2;sant'Eleuterio, papa
26;05;3;santa Felicissima, martire
26;05;4;san Prisco, martire
26;05;5;deposizione di sant'Agostino di Canterbury
26;05;6;passione di san Desiderio, vescovo di Vienne e martire
26;05;7;san Berengario, monaco
26;05;8;san Lamberto, vescovo di Vence
26;05;9;beato Francesco Patrizi, sacerdote servita
26;05;10;beato Andrea Franchi, domenicano, vescovo di Pistoia
26;05;11;santa Maria Anna di Gesù de Paredes, vergine del terz'ordine francescano
26;05;12;san Pietro Sans i Jordá, domenicano, vescovo di Mauricastro, vicario apostolico del Fujian e martire
26;05;13;san Giuseppe Chang Song-jib, martire
26;05;14;santi Giovanni Ðoàn Trinh Hoan, sacerdote, e Matteo Nguy?n V?n Ph??ng, padre di famiglia e catechista, martiri
26;05;15;santi Andrea Kaggwa e Ponziano Ngondwe, martiri ugandesi.
27;05;1;sant'Agostino, vescovo di Canterbury
27;05;2;san Giulio, martire
27;05;3;san Restituto, martire
27;05;4;sant'Eutropio, vescovo di Orange
27;05;5;san Bruno, vescovo di Würzburg
27;05;6;san Gausberto, sacerdote ed eremita
27;05;7;beati Edmondo Duke e Riccardo Hill, sacerdoti e martiri
27;05;8;sante Barbara Kim, vedova, e Barbara Yi, vergine, martiri
27;05;9;santi Atanasio Bazzekuketta e Gonzaga Gonza, martiri ugandesi.
28;05;1;sant'Eleconide, martire
28;05;2;san Caranno, martire
28;05;3;san Giusto, vescovo di Urgell
28;05;4;san Germano, vescovo di Parigi
28;05;5;san Guglielmo, monaco
28;05;6;san Lanfranco, vescovo di Canterbury
28;05;7;santa Ubaldesca, vergine
28;05;8;beato Ercolano da Piegaro, sacerdote francescano
28;05;9;beata Margherita Pole, madre di famiglia e martire
28;05;10;beata Maria Bartolomea Bagnesi, vergine del terz'ordine domenicano
28;05;11;beati Tommaso Ford, Giovanni Shert e Roberto Johsnon, sacerdoti e martiri
28;05;12;san Paolo H?nh, martire
28;05;13;beato Ladislao Demski, martire
28;05;14;beato Antonio Giuliano Nowowiejski, vescovo di P?ock e martire.
29;05;1;sant'Esichio, martire
29;05;2;san Massimino, vescovo di Treviri
29;05;3;santi Sisinnio, diacono, Martirio, lettore, e Alessandro, ostiario, martiri
29;05;4;sant'Esuperanzio, vescovo di Ravenna
29;05;5;san Senatore, vescovo di Milano
29;05;6;san Gerardo, prima monaco e poi vescovo di Mâcon
29;05;7;santa Bona, vergine
29;05;8;beati Guglielmo Arnaud e dieci compagni, martiri
29;05;9;beata Gherardesca, vedova
29;05;10;beato Riccardo Thirkeld, sacerdote e martire
29;05;11;beato Giuseppe Gérard, sacerdote degli Oblati di Maria Immacolata
29;05;12;santa Maria Orsola Ledóchowska, vergine, fondatrice delle Suore Orsoline del Sacro Cuore di Gesù Agonizzante
29;05;13;san Paolo VI, papa.
30;05;1;san Gavino, martire
30;05;2;santi Basilio ed Emmelia, coniugi
30;05;3;sant'Atanasio, vescovo di Pavia
30;05;4;santa Dinfna, vergine e martire
30;05;5;sant'Uberto, vescovo di Liegi
30;05;6;san Ferdinando III, re di Castiglia e di León
30;05;7;santa Giovanna d'Arco, vergine
30;05;8;san Luca Kirby e beati Guglielmo Filby, Lorenzo Johnson e Tommaso Cottam sacerdoti e martiri
30;05;9;beati Guglielmo Scott e Riccardo Newport, sacerdoti e martiri
30;05;10;san Mattia Kalemba, martire dell'Uganda
30;05;11;san Giuseppe Marello, vescovo di Acqui, fondatore degli Oblati di San Giuseppe
30;05;12;beato Ottone Neururer, sacerdote e martire.
31;05;1;festa della Visitazione della Beata Vergine Maria
31;05;2;santa Petronilla, vergine e martire
31;05;3;sant'Ermia, legionario e martire
31;05;4;santi Canzio, Canziano e Canzianilla, martiri
31;05;5;san Silvio, vescovo di Tolosa
31;05;6;beato Giacomo Salomoni, sacerdote domenicano
31;05;7;santa Battista da Varano, badessa del monastero delle clarisse di Camerino
31;05;8;beati Robert Thorpe e Tommaso Watkinson, martiri
31;05;9;beato Nicola Barré, frate minimo, sacerdote, fondatore delle Suore del Bambino Gesù
31;05;10;san Felice da Nicosia, cappuccino
31;05;11;beato Mariano da Roccacasale, religioso francescano
31;05;12;san Noè Mawaggali, martire dell'Uganda.
01;06;1;san Giustino, martire
01;06;2;santi Caritone e compagni, martiri
01;06;3;santi martiri di Alessandria d'Egitto
01;06;4;santi martiri di Licopoli
01;06;5;san Procolo, martire
01;06;6;san Fortunato, prete
01;06;7;san Caprasio, monaco
01;06;8;san Floro, vescovo di Lodève
01;06;9;san Ronano, vescovo
01;06;10;san Vistano, re di Mercia, martire
01;06;11;san Simeone, recluso
01;06;12;sant'Enecone, abate
01;06;13;beato Teobaldo
01;06;14;beato Giovanni Pelingotto, terziario francescano
01;06;15;beato Giovanni Storey, martire
01;06;16;beati Alfonso Navarrete, Ferdinando di San Giuseppe di Ayala e Leone Tanaka, martiri
01;06;17;beato Giovanni Battista Vernoy de Montjournal, canonico di Moulins e martire
01;06;18;san Giuseppe Túc, martire
01;06;19;san Giovanni Battista Scalabrini, vescovo di Piacenza, fondatore delle Missionarie e dei Missionari di San Carlo
01;06;20;sant'Annibale Maria Di Francia, sacerdote, fondatore dei Rogazionisti del Cuore di Gesù e delle Figlie del Divino Zelo.
02;06;1;santi Marcellino, sacerdote, e Pietro, esorcista, martiri
02;06;2;santi Potino, vescovo di Lione, Blandina e quarantasei compagni, martiri
02;06;3;sant'Erasmo, vescovo di Antiochia e martire
02;06;4;sant'Eugenio I, papa
02;06;5;san Niceforo, vescovo di Costantinopoli
02;06;6;san Guido, vescovo di Acqui
02;06;7;san Nicola, pellegrino
02;06;8;beati Sadoc, sacerdote, e compagni, domenicani e martiri
02;06;9;san Domenico Ninh.
03;06;1;santi Carlo Lwanga e dodici compagni, martiri dell'Uganda
03;06;2;san Cecilio, sacerdote
03;06;3;sant'Ilario, primo vescovo di Carcassonne
03;06;4;santa Clotilde, regina
03;06;5;san Lifardo, sacerdote
03;06;6;sant'Oliva, vergine
03;06;7;san Kevin, fondatore e abate del monastero di Glendalough
03;06;8;san Genesio, vescovo di Clermont
03;06;9;sant'Isacco, martire
03;06;10;san Davino, pellegrino armeno
03;06;11;san Morando, monaco
03;06;12;beato Andrea Caccioli, primo sacerdote francescano
03;06;13;san Cono, monaco
03;06;14;beato Francesco Ingleby, prete e martire
03;06;15;san Giovanni Grande, religioso dei fatebenefratelli
03;06;16;beato Carlo Renato Collas du Bignon, sacerdote sulpiziano e martire
03;06;17;san Pietro Dong, martire
03;06;18;beato Diego Oddi, religioso francescano
03;06;19;san Giovanni XXIII, papa.
04;06;1;san Quirino, vescovo di Siscia, martire
04;06;2;san Metrofane, vescovo di Bisanzio
04;06;3;sant'Ottato, vescovo di Milevi
04;06;4;san Petroc, abate
04;06;5;san Gualterio, abate
04;06;6;santi Nicola e Trani, eremiti
04;06;7;beato Pacifico da Cerano, sacerdote francescano
04;06;8;san Francesco Caracciolo, sacerdote, fondatore dei Chierici Regolari Minori
04;06;9;beato Filippo Smaldone, sacerdote, fondatore delle Suore Salesiane dei Sacri Cuori
04;06;10;beati Antonio Zawistowski, sacerdote, e Stanislao Starowieyski, martiri.
05;06;1;san Bonifacio, vescovo di Magonza e martire
05;06;2;santi Marciano, Nicandro, Apollonio e compagni, martiri
05;06;3;san Doroteo, archimandrita
05;06;4;san Doroteo, vescovo di Tiro
05;06;5;sant'Illidio e Legonzio, vescovi di Clermont
05;06;6;sant'Eutichio, vescovo di Como
05;06;7;santi Eobano, vescovo di Utrecht, Adelario, vescovo di Erfurt e nove compagni, martiri
05;06;8;beato Sancio, martire
05;06;9;san Franco, eremita
05;06;10;san Luca V? Bá Loan, sacerdote e martire
05;06;11;santi Domenico Toai e Domenico Huy?n, martiri.
06;06;1;san Norberto, arcivescovo di Magdeburgo, fondatore dei premostratensi
06;06;2;santi Artemio e Paolina, martiri
06;06;3;san Bessarione, anacoreta
06;06;4;san Cerazio, vescovo di Grenoble
06;06;5;sant'Eustorgio II, vescovo di Milano
06;06;6;sant'Iarlath, arcivescovo di Tuam
06;06;7;san Claudio, vescovo e abate di Condat
06;06;8;sant'Alessandro, vescovo di Fiesole e martire
06;06;9;sant'Ilarione, sacerdote e archimandrita del monastero di Dalmazio
06;06;10;san Colmano, vescovo di Dromore
06;06;11;beato Falcone, abate
06;06;12;san Gilberto, abate premostratense
06;06;13;beato Bertrando, vescovo di Aquileia e martire
06;06;14;beato Lorenzo da Villamagna, sacerdote francescano
06;06;15;beato Guglielmo Greenwood, martire certosino
06;06;16;san Marcellino Champagnat, sacerdote marista, fondatore dei Piccoli Fratelli di Maria
06;06;17;santi Pietro D?ng, Pietro Thuan e Vincenzo D??ng, martire
06;06;18;san Raffaele Guízar Valencia, vescovo di Veracruz
06;06;19;beato Innocenzo Guz, sacerdote francescano conventuale e martire.
07;06;1;san Colmano, vescovo e abate del monastero di Dromore
07;06;2;santi martiri di Cordoba
07;06;3;san Roberto, fondatore e abate cistercense di Newminster
07;06;4;beata Anna di San Bartolomeo, vergine carmelitana scalza
07;06;5;sant'Antonio Maria Gianelli, vescovo di Bobbio, fondatore delle Figlie di Maria Santissima dell'Orto
07;06;6;beata Maria Teresa de Soubiran La Louvière, vergine, fondatrice delle Suore di Maria Ausiliatrice.
08;06;1;san Massimino, primo vescovo di Aix
08;06;2;san Gildardo, vescovo di Rouen
08;06;3;san Medardo, vescovo di Noyon
08;06;4;san Fortunato, vescovo di Fano
08;06;5;san Clodolfo, vescovo di Metz
08;06;6;san Guglielmo, vescovo di York
08;06;7;beato Giovanni Davy, diacono certosino e martire
08;06;8;san Giacomo Berthieu, sacerdote gesuita e martire
08;06;9;beata Maria del Divin Cuore di Gesù Droste zu Vischering, vergine della congregazione del Buon Pastore
08;06;10;beata Maria Teresa Chiramel Mankidyan, vergine, fondatrice delle Suore della Sacra Famiglia di Thrissur
08;06;11;beato Nicola da Gesturi, sacerdote cappuccino.
09;06;1;sant'Efrem, diacono e dottore della Chiesa
09;06;2;santi Primo e Feliciano, martiri
09;06;3;san Diomede, martire
09;06;4;san Vincenzo, martire
09;06;5;san Massimiano, vescovo di Siracusa
09;06;6;san Columba, sacerdote e abate di Iona
09;06;7;san Riccardo, vescovo di Andria
09;06;8;beato Roberto Salt, monaco certosino e martire
09;06;9;san Giuseppe de Anchieta, sacerdote gesuita
09;06;10;beato Giuseppe Imbert, sacerdote gesuita e martire
09;06;11;beata Anna Maria Taigi, madre di famiglia, terziaria trinitaria.
10;06;1;san Censurio, vescovo di Auxerre
10;06;2;san Landerico, vescovo di Parigi
10;06;3;sant'Itamaro, vescovo
10;06;4;san Bogumilo, vescovo di Gniezno
10;06;5;beata Diana degli Andalò, vergine, fondatrice del monastero domenicano di Sant'Agnese
10;06;6;beato Enrico da Bolzano
10;06;7;beato Giovanni Dominici, domenicano, vescovo di Ragusa
10;06;8;beati Tommaso Green e Gualtiero Pierson, certosini, martiri
10;06;9;beato Edoardo Poppe, sacerdote.
11;06;1;san Barnaba, apostolo
11;06;2;san Massimo, vescovo di Napoli
11;06;3;san Remberto, vescovo di Amburgo e di Brema
11;06;4;beato Bardone, abate e poi vescovo di Magonza
11;06;5;sant'Aleide, vergine cistercense
11;06;6;san Parisio, sacerdote camaldolese
11;06;7;beata Iolanda, badessa clarissa di Gniezno
11;06;8;beato Stefano Bandelli, sacerdote domenicano
11;06;9;san Giovanni da San Facondo González de Castrillo, sacerdote agostiniano
11;06;10;santa Maria Rosa Molas y Vallvé, vergine, fondatrice delle Suore di Nostra Signora della Consolazione
11;06;11;santa Paola Frassinetti, vergine, fondatrice delle Suore di Santa Dorotea
11;06;12;beata Maria del Sacro Cuore Schininà, vergine, fondatrice delle Suore del Sacro Cuore.
12;06;1;san Basilide, martire
12;06;2;sant'Onofrio, eremita
12;06;3;san Leone III, papa
12;06;4;sant'Odolfo, sacerdote, apostolo dei Frisi
12;06;5;sant'Eskil, vescovo di Strängnäs e martire
12;06;6;beato Guido, sacerdote, discepolo di san Francesco
12;06;7;beato Placido, abate
12;06;8;beata Florida Cevoli, vergine clarissa
12;06;9;san Gaspare Bertoni, sacerdote, fondatore degli stimmatini
12;06;10;beato Lorenzo Maria di San Francesco Saverio, passionista
12;06;11;beata Mercedes di Gesù Molina, vergine, fondatrice dell'Istituto di Santa Marianna di Gesù.
13;06;1;sant'Antonio di Padova, sacerdote francescano e dottore della Chiesa
13;06;2;santa Felicola, martire
13;06;3;sant'Achilleo, vescovo di Alessandria
13;06;4;san Trifilio, vescovo di Nicosia
13;06;5;san Ceteo, vescovo di Amiterno
13;06;6;san Salmodio, eremita
13;06;7;san Ragneberto, martire
13;06;8;sant'Aventino, eremita e martire
13;06;9;san Fandila, sacerdote e monaco
13;06;10;beato Gerardo, monaco di Chiaravalle
13;06;11;santi Agostino Phan Vi?t Huy e Nicola Bùi Ð?c Th?, martiri
13;06;12;beata Anna Maria Biernacka, madre di famiglia e martire.
14;06;1;sant'Eliseo, profeta
14;06;2;san Proto, martire
14;06;3;santi Valerio e Rufino, martiri
14;06;4;san Fortunato, vescovo di Napoli
14;06;5;sant'Eterio, vescovo di Vienne
14;06;6;san Metodio, vescovo di Costantinopoli
14;06;7;santi Anastasio, Felice e Degna, martiri.
15;06;1;sant'Amos, profeta
15;06;2;sant'Esichio, martire
15;06;3;san Vito, martire
15;06;4;sant'Abramo, monaco
15;06;5;san Landelino, abate di Lobbes
15;06;6;san Lotario, vescovo di Séez
15;06;7;santa Benilde, martire
15;06;8;san Bernardo di Mentone, arcidiacono di Aosta, fondatore dell'abbazia di Monte Giove
15;06;9;sant'Isfrido, vescovo di Ratzeburg
15;06;10;beato Tommaso Scryven, martire certosino
15;06;11;beati Pietro Snow e Rodolfo Grimston, martiri
15;06;12;santa Germana Cousin, vergine
15;06;13;beato Luigi Maria Palazzolo, sacerdote, fondatore delle Suore delle Poverelle
15;06;14;santa Barbara Cui Lianzhi.
16;06;1;santi Quirico e Giulitta, martiri
16;06;2;santi Ferreolo e Ferruccio, martiri
16;06;3;san Similiano, vescovo di Nantes e confessore
16;06;4;san Ticone, vescovo
16;06;5;santi Aureo, vescovo di Magonza, Giustina, sua sorella, e compagni, martiri
16;06;6;sant'Aureliano, vescovo di Arles
16;06;7;san Ceccardo, vescovo di Luni
16;06;8;san Bennone, vescovo di Meißen
16;06;9;santa Lutgarda, vergine
16;06;10;beato Tommaso Reding, martire certosino
16;06;11;beato Antonio Costanzo Auriel, sacerdote e martire
16;06;12;santi Domenico Nguy?n, Domenico Nguy?n ??c M?o, Domenico Nhi, Domenico Mao, Vincenzo e Andrea T??ng, martiri
16;06;13;beata Maria Teresa Scherer, vergine, cofondatrice delle Suore di Carità della Santa Croce.
17;06;1;santi Blasto e Diogene, martiri
17;06;2;santi Isauro, Innocenzo, Felice, Ermia, Pellegrino e Basilio, martiri
17;06;3;santi Nicandro e Marciano, martiri
17;06;4;sant'Antidio, vescovo di Besançon e martire
17;06;5;sant'Ipazio, egumeno
17;06;6;sant'Hervè, eremita
17;06;7;sant'Avito, abate
17;06;8;san Ranieri, pellegrino
17;06;9;santa Teresa, regina di Castiglia
17;06;10;beato Pietro Gambacorta, fondatore dei Poveri eremiti di San Girolamo
17;06;11;beato Paolo Burali, religioso teatino, vescovo di Piacenza e poi di Napoli
17;06;12;beato Filippo Papon, sacerdote e martire
17;06;13;san Pietro ?a, martire.
18;06;1;santi Marco e Marcelliano, martiri
18;06;2;san Leonzio, legionario martire
18;06;3;santi Ciriaco e Paola, martiri
18;06;4;sant'Amando, vescovo di Bordeaux
18;06;5;san Calogero, eremita
18;06;6;sant'Elisabetta, vergine
18;06;7;beata Osanna Andreasi, vergine, terziaria domenicana
18;06;8;san Gregorio Barbarigo, vescovo di Bergamo e poi di Padova.
19;06;1;san Romualdo, eremita, fondatore dei monaci camaldolesi
19;06;2;santi Gervasio e Protasio, martiri
19;06;3;san Deodato, vescovo di Nevers
19;06;4;santa Childomarca, badessa
19;06;5;san Lamberto, martire
19;06;6;beato Gerlando, ospedaliere di San Giovanni
19;06;7;santa Giuliana Falconieri, vergine, fondatrice delle Serve di Maria
19;06;8;beata Michelina, vedova, terziaria francescana
19;06;9;beati Sebastiano Newdigate, Humphrey Middlemore e Guglielmo Exmew, sacerdoti certosini e martiri
19;06;10;beato Tommaso Woodhouse, sacerdote della Compagnia di Gesù e martire
19;06;11;santi Remigio Isoré e Modesto Andlauer, sacerdoti gesuiti e martiri.
20;06;1;san Metodio, vescovo di Olimpo e martire
20;06;2;san Gobano, sacerdote
20;06;3;san Giovanni da Matera, fondatore e abate del monastero di Pulsano
20;06;4;beata Margherita Ebner, vergine domenicana
20;06;5;beato Dermot O'Hurley, arcivescovo di Cashel e martire
20;06;6;beata Margherita Ball, martire
20;06;7;beati Francesco Pacheco, sacerdote, e otto compagni gesuiti, martiri
20;06;8;beati Tommaso Whitbread, Guglielmo Harcourt, Giovanni Fenwich, Giovanni Gavan e Antonio Turner, sacerdoti gesuiti, martiri.
21;06;1;san Luigi Gonzaga, religioso gesuita
21;06;2;san Mevenno, fondatore e abate del monastero di Brocéliande
21;06;3;san Leutfrido, fondatore e abate del monastero di Santa Croce presso Evreux
21;06;4;san Rodolfo, vescovo di Bourges
21;06;5;san Raimondo, vescovo di Roda e Barbastro
21;06;6;beato Tommaso da Orvieto, servita
21;06;7;san Giovanni Rigby, martire
21;06;8;beato Giacomo Morelle Dupas, sacerdote e martire
21;06;9;san Giuseppe Isabel Flores, sacerdote e martire.
22;06;1;san Paolino, vescovo di Nola
22;06;2;santi Giovanni Fisher, vescovo di Rochester, e Tommaso Moro, martiri
22;06;3;san Flavio Clemente, martire
22;06;4;sant'Albano, martire
22;06;5;santi Giulio e Aaron, martiri
22;06;6;sant'Eusebio, vescovo di Samosata
22;06;7;san Niceta, vescovo di Ramesiana in Dacia
22;06;8;beato Innocenzo V, papa domenicano
22;06;9;beata Maria Lhuillier, vergine e martire.
23;06;1;santi martiri di Nicomedia
23;06;2;sant'Ediltrude, abbadessa di Ely
23;06;3;san Bilio, vescovo di Vannes e martire
23;06;4;beato Lanfranco, vescovo di Pavia
23;06;5;san Valero, sacerdote
23;06;6;beata Maria
23;06;7;beato Pietro Giacomo, sacerdote agostiniano
23;06;8;san Tommaso Garnet, sacerdote gesuita e martire
